event_id,user_id,event_date,channel,device,funnel_stage,product_category,spent_time_seconds,action_outcome
31019,45962,2023-01-23,Mobile App,Desktop,Product View,Toys,41,progress
31020,21614,2023-01-23,Website,Tablet,Payment,Electronics,169,drop_off
31021,48513,2023-02-04,Mobile App,Desktop,Add to Cart,Electronics,231,progress
31022,29328,2023-02-06,Email,Tablet,Product View,Beauty,240,drop_off
31023,75847,2023-01-20,Mobile App,Mobile,Confirmation,Electronics,118,purchase
31024,88750,2023-01-03,Email,Desktop,Product View,Electronics,148,drop_off
31025,22274,2023-02-24,Mobile App,Desktop,Product View,Toys,156,progress
31026,56917,2023-01-29,Email,Mobile,Landing Page,Electronics,30,progress
31027,99188,2023-01-06,Email,Mobile,Confirmation,Sports,32,progress
31028,42258,2023-02-21,Email,Tablet,Landing Page,Fashion,114,drop_off
31029,85354,2023-02-16,Mobile App,Mobile,Product View,Sports,167,progress
31030,53616,2023-02-12,Mobile App,Desktop,Add to Cart,Home,177,progress
31031,42718,2023-02-13,Website,Desktop,Landing Page,Sports,33,progress
31032,70253,2023-02-27,Mobile App,Desktop,Product View,Toys,86,progress
31033,27401,2023-02-02,Website,Mobile,Landing Page,Fashion,284,drop_off
31034,72886,2023-01-06,Email,Tablet,Landing Page,Fashion,165,progress
31035,56498,2023-01-04,Mobile App,Tablet,Product View,Sports,290,progress
31036,71310,2023-01-05,Email,Mobile,Landing Page,Electronics,9,progress
31037,47094,2023-02-15,Social Media,Mobile,Product View,Toys,169,progress
31038,92583,2023-01-21,Social Media,Desktop,Landing Page,Toys,273,drop_off
31039,58315,2023-01-26,Website,Mobile,Product View,Electronics,72,progress
31040,57602,2023-02-13,Email,Mobile,Product View,Electronics,130,progress
31041,62814,2023-02-25,Mobile App,Tablet,Landing Page,Toys,84,progress
31042,59274,2023-01-30,Website,Desktop,Add to Cart,Beauty,245,progress
31043,29099,2023-01-27,Mobile App,Mobile,Product View,Beauty,266,progress
31044,16987,2023-01-07,Mobile App,Desktop,Product View,Sports,84,progress
31045,66878,2023-01-20,Email,Mobile,Product View,Sports,81,progress
31046,99086,2023-02-02,Email,Mobile,Payment,Fashion,181,purchase
31047,28453,2023-01-19,Mobile App,Mobile,Confirmation,Fashion,100,progress
31048,55910,2023-01-15,Social Media,Tablet,Payment,Beauty,5,progress
31049,65368,2023-02-19,Email,Tablet,Add to Cart,Electronics,112,drop_off
31050,23869,2023-02-05,Email,Mobile,Product View,Electronics,278,progress
31051,81637,2023-01-08,Email,Mobile,Landing Page,Beauty,162,progress
31052,87955,2023-02-12,Social Media,Desktop,Payment,Fashion,98,purchase
31053,35498,2023-01-12,Social Media,Mobile,Landing Page,Fashion,25,progress
31054,91050,2023-02-27,Social Media,Desktop,Payment,Fashion,249,progress
31055,31419,2023-01-06,Mobile App,Tablet,Checkout,Toys,169,progress
31056,25154,2023-02-10,Website,Desktop,Landing Page,Sports,164,progress
31057,54533,2023-01-09,Social Media,Mobile,Confirmation,Electronics,93,purchase
31058,18870,2023-02-21,Email,Tablet,Checkout,Toys,70,drop_off
31059,15369,2023-01-29,Email,Mobile,Landing Page,Beauty,280,progress
31060,20507,2023-01-29,Mobile App,Desktop,Payment,Fashion,166,purchase
31061,42273,2023-01-26,Social Media,Desktop,Product View,Toys,70,progress
31062,53708,2023-01-06,Email,Mobile,Landing Page,Sports,15,progress
31063,97990,2023-01-10,Website,Desktop,Landing Page,Electronics,189,drop_off
31064,46198,2023-02-09,Website,Tablet,Product View,Fashion,186,progress
31065,18346,2023-01-04,Social Media,Mobile,Checkout,Beauty,248,drop_off
31066,59934,2023-02-14,Mobile App,Tablet,Product View,Home,254,progress
31067,81785,2023-01-04,Social Media,Tablet,Add to Cart,Electronics,141,progress
31068,85992,2023-02-23,Mobile App,Desktop,Checkout,Home,143,progress
31069,27533,2023-01-31,Website,Desktop,Payment,Home,175,progress
31070,16227,2023-02-07,Website,Tablet,Landing Page,Sports,77,purchase
31071,67389,2023-01-08,Email,Desktop,Product View,Fashion,125,progress
31072,96499,2023-01-22,Email,Tablet,Checkout,Toys,156,drop_off
31073,29646,2023-02-01,Social Media,Mobile,Payment,Fashion,31,purchase
31074,42822,2023-02-12,Mobile App,Desktop,Confirmation,Beauty,244,purchase
31075,42604,2023-01-10,Social Media,Mobile,Product View,Toys,129,progress
31076,17477,2023-01-19,Mobile App,Tablet,Product View,Beauty,90,progress
31077,58171,2023-01-07,Website,Tablet,Add to Cart,Fashion,93,progress
31078,42750,2023-02-02,Email,Desktop,Landing Page,Electronics,287,progress
31079,56651,2023-02-15,Website,Desktop,Payment,Home,146,purchase
31080,38710,2023-01-19,Website,Mobile,Checkout,Beauty,177,progress
31081,68804,2023-02-19,Website,Tablet,Product View,Home,162,progress
31082,44388,2023-01-16,Website,Tablet,Product View,Electronics,77,drop_off
31083,96932,2023-01-23,Website,Mobile,Add to Cart,Home,170,progress
31084,34209,2023-01-03,Website,Mobile,Add to Cart,Electronics,58,progress
31085,83175,2023-02-07,Email,Mobile,Payment,Fashion,219,purchase
31086,35241,2023-02-28,Email,Tablet,Add to Cart,Sports,27,progress
31087,59245,2023-01-16,Website,Tablet,Product View,Home,232,drop_off
31088,68930,2023-01-26,Mobile App,Tablet,Landing Page,Fashion,210,progress
31089,91868,2023-02-04,Social Media,Tablet,Landing Page,Fashion,254,drop_off
31090,43610,2023-01-02,Email,Mobile,Landing Page,Beauty,173,progress
31091,60709,2023-01-08,Mobile App,Tablet,Add to Cart,Electronics,165,progress
31092,34598,2023-01-31,Social Media,Desktop,Product View,Fashion,270,progress
31093,63061,2023-01-04,Website,Desktop,Add to Cart,Home,183,progress
31094,28268,2023-02-06,Mobile App,Tablet,Confirmation,Beauty,9,purchase
31095,21091,2023-01-17,Mobile App,Tablet,Confirmation,Electronics,283,purchase
31096,94659,2023-02-25,Email,Mobile,Product View,Fashion,100,progress
31097,91741,2023-02-04,Email,Tablet,Add to Cart,Beauty,268,drop_off
31098,20870,2023-02-16,Social Media,Tablet,Product View,Toys,34,progress
31099,17917,2023-01-12,Email,Desktop,Landing Page,Fashion,89,progress
31100,36619,2023-02-24,Email,Desktop,Add to Cart,Beauty,101,purchase
31101,36545,2023-01-27,Social Media,Desktop,Product View,Toys,199,drop_off
31102,56341,2023-02-27,Social Media,Mobile,Landing Page,Sports,94,progress
31103,66888,2023-01-03,Mobile App,Desktop,Product View,Electronics,100,progress
31104,44123,2023-01-04,Social Media,Tablet,Payment,Home,190,purchase
31105,15024,2023-01-16,Email,Tablet,Add to Cart,Toys,31,progress
31106,77654,2023-01-18,Website,Tablet,Checkout,Fashion,6,progress
31107,40410,2023-01-19,Mobile App,Tablet,Product View,Home,245,progress
31108,65347,2023-02-12,Mobile App,Tablet,Landing Page,Sports,119,progress
31109,14352,2023-02-16,Email,Mobile,Checkout,Toys,169,progress
31110,29520,2023-01-21,Website,Tablet,Landing Page,Fashion,201,drop_off
31111,73438,2023-02-01,Email,Mobile,Add to Cart,Home,142,drop_off
31112,80869,2023-01-21,Website,Tablet,Landing Page,Fashion,100,progress
31113,42236,2023-01-25,Email,Mobile,Payment,Home,69,progress
31114,37086,2023-02-20,Social Media,Mobile,Landing Page,Fashion,171,progress
31115,94633,2023-02-26,Email,Tablet,Checkout,Toys,101,progress
31116,28239,2023-02-12,Website,Mobile,Product View,Home,261,progress
31117,42420,2023-02-28,Social Media,Desktop,Payment,Electronics,271,drop_off
31118,50371,2023-01-08,Email,Desktop,Landing Page,Electronics,95,progress
31119,96786,2023-01-29,Website,Desktop,Product View,Fashion,191,progress
31120,91981,2023-01-13,Mobile App,Desktop,Payment,Sports,58,purchase
31121,55488,2023-01-14,Email,Tablet,Landing Page,Electronics,250,progress
31122,42376,2023-01-01,Email,Mobile,Confirmation,Fashion,43,purchase
31123,71100,2023-02-20,Mobile App,Tablet,Landing Page,Toys,55,drop_off
31124,32776,2023-02-05,Website,Tablet,Landing Page,Toys,107,progress
31125,63010,2023-02-21,Website,Mobile,Add to Cart,Home,88,drop_off
31126,85011,2023-01-13,Mobile App,Tablet,Payment,Fashion,267,purchase
31127,62240,2023-01-14,Mobile App,Mobile,Checkout,Electronics,210,progress
31128,98328,2023-01-16,Email,Tablet,Landing Page,Toys,260,progress
31129,27936,2023-01-29,Email,Desktop,Product View,Sports,241,progress
31130,41992,2023-02-18,Website,Desktop,Landing Page,Home,242,progress
31131,86270,2023-02-02,Social Media,Desktop,Add to Cart,Electronics,142,drop_off
31132,59035,2023-01-30,Mobile App,Mobile,Landing Page,Home,5,progress
31133,73054,2023-01-31,Website,Mobile,Payment,Electronics,212,progress
31134,28123,2023-02-21,Email,Desktop,Landing Page,Fashion,50,progress
31135,29823,2023-01-11,Social Media,Desktop,Product View,Electronics,186,progress
31136,91622,2023-02-25,Social Media,Mobile,Add to Cart,Sports,281,drop_off
31137,25697,2023-01-02,Social Media,Tablet,Landing Page,Home,18,progress
31138,77210,2023-01-12,Social Media,Desktop,Landing Page,Sports,81,progress
31139,45016,2023-01-31,Website,Tablet,Confirmation,Home,82,drop_off
31140,69485,2023-02-05,Social Media,Tablet,Product View,Sports,238,progress
31141,85823,2023-01-16,Email,Tablet,Add to Cart,Toys,8,drop_off
31142,76587,2023-01-14,Email,Mobile,Payment,Fashion,48,purchase
31143,65943,2023-02-25,Social Media,Tablet,Landing Page,Electronics,102,progress
31144,75359,2023-01-27,Social Media,Tablet,Add to Cart,Fashion,196,drop_off
31145,86750,2023-02-23,Email,Tablet,Landing Page,Fashion,100,purchase
31146,38631,2023-02-24,Website,Desktop,Add to Cart,Beauty,222,progress
31147,11007,2023-02-19,Social Media,Tablet,Add to Cart,Toys,226,drop_off
31148,58947,2023-02-23,Social Media,Tablet,Product View,Toys,211,progress
31149,56877,2023-02-16,Social Media,Desktop,Product View,Home,182,progress
31150,90425,2023-01-07,Website,Mobile,Checkout,Sports,296,drop_off
31151,87811,2023-02-19,Email,Mobile,Confirmation,Sports,116,purchase
31152,37497,2023-01-03,Social Media,Desktop,Landing Page,Home,205,drop_off
31153,93752,2023-02-09,Social Media,Tablet,Landing Page,Home,204,progress
31154,82509,2023-01-14,Website,Tablet,Product View,Fashion,139,progress
31155,84608,2023-01-09,Email,Desktop,Add to Cart,Electronics,241,drop_off
31156,28991,2023-02-08,Social Media,Mobile,Checkout,Beauty,287,drop_off
31157,81617,2023-01-19,Mobile App,Desktop,Landing Page,Toys,176,progress
31158,91684,2023-01-18,Mobile App,Desktop,Checkout,Toys,166,drop_off
31159,61154,2023-01-23,Mobile App,Desktop,Add to Cart,Home,147,drop_off
31160,92412,2023-02-18,Mobile App,Tablet,Landing Page,Sports,243,progress
31161,12475,2023-01-03,Website,Tablet,Checkout,Toys,258,progress
31162,81946,2023-02-27,Website,Desktop,Landing Page,Toys,219,progress
31163,86733,2023-02-17,Email,Mobile,Product View,Beauty,260,progress
31164,55813,2023-01-03,Email,Desktop,Confirmation,Toys,28,purchase
31165,91634,2023-02-15,Email,Mobile,Confirmation,Beauty,22,drop_off
31166,94795,2023-01-11,Social Media,Desktop,Payment,Sports,93,drop_off
31167,26915,2023-01-06,Email,Mobile,Add to Cart,Sports,268,progress
31168,15671,2023-01-14,Website,Desktop,Product View,Fashion,234,drop_off
31169,80400,2023-02-21,Social Media,Tablet,Product View,Electronics,246,progress
31170,29416,2023-02-02,Social Media,Tablet,Checkout,Toys,91,progress
31171,51969,2023-02-23,Mobile App,Tablet,Add to Cart,Toys,27,purchase
31172,70484,2023-01-16,Mobile App,Mobile,Add to Cart,Fashion,76,progress
31173,72863,2023-02-25,Email,Desktop,Landing Page,Home,11,progress
31174,41433,2023-01-03,Mobile App,Mobile,Landing Page,Home,269,drop_off
31175,46317,2023-02-19,Social Media,Desktop,Payment,Beauty,14,purchase
31176,74794,2023-02-24,Social Media,Tablet,Landing Page,Toys,137,progress
31177,57276,2023-01-19,Mobile App,Mobile,Landing Page,Electronics,212,progress
31178,61959,2023-02-06,Social Media,Tablet,Payment,Home,40,progress
31179,56029,2023-02-25,Social Media,Tablet,Product View,Beauty,27,progress
31180,18506,2023-01-08,Social Media,Mobile,Landing Page,Sports,79,progress
31181,95819,2023-02-08,Social Media,Desktop,Checkout,Electronics,153,purchase
31182,61622,2023-01-01,Website,Tablet,Landing Page,Electronics,216,progress
31183,31952,2023-01-09,Social Media,Tablet,Landing Page,Home,297,progress
31184,60382,2023-02-25,Email,Mobile,Payment,Beauty,123,drop_off
31185,12501,2023-02-25,Mobile App,Desktop,Confirmation,Sports,7,progress
31186,69953,2023-02-01,Website,Mobile,Landing Page,Toys,117,progress
31187,64446,2023-02-10,Social Media,Tablet,Checkout,Home,33,progress
31188,28108,2023-02-09,Email,Tablet,Product View,Beauty,262,progress
31189,79417,2023-02-22,Mobile App,Mobile,Confirmation,Sports,240,progress
31190,80698,2023-01-18,Mobile App,Mobile,Landing Page,Sports,75,progress
31191,80819,2023-01-06,Email,Mobile,Add to Cart,Fashion,72,progress
31192,79516,2023-01-04,Email,Mobile,Landing Page,Fashion,262,drop_off
31193,49991,2023-02-27,Social Media,Tablet,Product View,Electronics,155,drop_off
31194,42015,2023-01-02,Mobile App,Mobile,Checkout,Beauty,282,progress
31195,28249,2023-01-26,Website,Tablet,Product View,Fashion,26,progress
31196,56476,2023-02-09,Mobile App,Tablet,Product View,Sports,37,progress
31197,88580,2023-01-18,Social Media,Desktop,Landing Page,Sports,79,progress
31198,72422,2023-01-10,Email,Tablet,Landing Page,Home,219,drop_off
31199,65155,2023-02-20,Social Media,Tablet,Add to Cart,Home,26,purchase
31200,42286,2023-02-12,Mobile App,Desktop,Checkout,Electronics,121,purchase
31201,52422,2023-01-02,Email,Tablet,Payment,Fashion,295,progress
31202,61650,2023-02-25,Website,Mobile,Payment,Fashion,297,purchase
31203,55809,2023-02-08,Mobile App,Desktop,Add to Cart,Fashion,163,progress
31204,75108,2023-02-01,Email,Mobile,Product View,Home,120,purchase
31205,71361,2023-01-26,Mobile App,Mobile,Checkout,Toys,254,drop_off
31206,10847,2023-01-05,Email,Desktop,Add to Cart,Toys,204,progress
31207,78861,2023-01-06,Mobile App,Tablet,Confirmation,Beauty,142,progress
31208,23449,2023-01-16,Social Media,Mobile,Landing Page,Toys,277,drop_off
31209,88615,2023-02-15,Email,Mobile,Landing Page,Electronics,194,progress
31210,95288,2023-02-16,Website,Mobile,Product View,Fashion,249,progress
31211,39538,2023-01-24,Social Media,Mobile,Landing Page,Sports,176,progress
31212,57779,2023-01-01,Mobile App,Tablet,Product View,Sports,273,drop_off
31213,49639,2023-01-19,Website,Desktop,Payment,Beauty,267,drop_off
31214,21330,2023-02-28,Website,Desktop,Product View,Home,22,progress
31215,45843,2023-02-04,Social Media,Mobile,Product View,Home,160,progress
31216,29725,2023-02-18,Mobile App,Mobile,Product View,Electronics,173,drop_off
31217,80093,2023-01-23,Website,Tablet,Checkout,Toys,12,progress
31218,78812,2023-01-25,Website,Tablet,Add to Cart,Home,180,drop_off
31219,93166,2023-02-16,Email,Desktop,Product View,Toys,248,drop_off
31220,44253,2023-01-08,Social Media,Mobile,Product View,Sports,31,purchase
31221,43803,2023-01-21,Mobile App,Mobile,Add to Cart,Fashion,182,drop_off
31222,22362,2023-01-09,Mobile App,Desktop,Add to Cart,Fashion,268,progress
31223,28885,2023-01-07,Social Media,Desktop,Product View,Beauty,150,drop_off
31224,55777,2023-02-28,Website,Desktop,Confirmation,Home,33,progress
31225,86374,2023-01-09,Social Media,Mobile,Landing Page,Sports,20,progress
31226,23576,2023-02-28,Mobile App,Desktop,Product View,Sports,272,progress
31227,52401,2023-01-09,Website,Mobile,Payment,Sports,53,progress
31228,99735,2023-02-21,Website,Tablet,Landing Page,Beauty,206,drop_off
31229,75646,2023-01-19,Mobile App,Tablet,Checkout,Sports,143,drop_off
31230,95763,2023-01-17,Email,Tablet,Product View,Beauty,177,progress
31231,51455,2023-01-21,Social Media,Tablet,Landing Page,Home,277,progress
31232,74458,2023-01-08,Mobile App,Desktop,Payment,Beauty,103,purchase
31233,24482,2023-01-15,Website,Desktop,Checkout,Home,291,drop_off
31234,58418,2023-01-31,Email,Desktop,Add to Cart,Electronics,273,progress
31235,60302,2023-01-22,Email,Desktop,Product View,Fashion,255,progress
31236,34330,2023-02-12,Email,Desktop,Checkout,Sports,251,progress
31237,75917,2023-02-08,Website,Mobile,Landing Page,Beauty,176,drop_off
31238,40521,2023-02-02,Email,Mobile,Payment,Sports,65,progress
31239,39040,2023-01-12,Email,Tablet,Product View,Toys,110,progress
31240,26985,2023-02-18,Website,Mobile,Add to Cart,Fashion,272,progress
31241,32437,2023-01-10,Website,Desktop,Add to Cart,Toys,12,progress
31242,47110,2023-02-15,Social Media,Mobile,Add to Cart,Electronics,36,progress
31243,59033,2023-01-15,Social Media,Desktop,Product View,Toys,239,progress
31244,65374,2023-01-04,Social Media,Tablet,Add to Cart,Sports,190,purchase
31245,53529,2023-02-20,Social Media,Mobile,Confirmation,Beauty,299,purchase
31246,42282,2023-02-08,Social Media,Desktop,Landing Page,Sports,220,progress
31247,69308,2023-01-18,Email,Mobile,Add to Cart,Home,150,progress
31248,18373,2023-02-19,Website,Desktop,Product View,Fashion,179,progress
31249,90042,2023-02-17,Email,Desktop,Payment,Beauty,201,purchase
31250,86092,2023-01-05,Website,Tablet,Add to Cart,Beauty,212,progress
31251,92180,2023-01-24,Social Media,Mobile,Landing Page,Toys,277,progress
31252,44317,2023-01-09,Website,Mobile,Confirmation,Fashion,208,purchase
31253,93010,2023-01-03,Website,Mobile,Landing Page,Sports,65,progress
31254,64216,2023-01-19,Website,Desktop,Landing Page,Home,279,drop_off
31255,64747,2023-02-14,Mobile App,Desktop,Landing Page,Toys,71,progress
31256,72840,2023-02-01,Mobile App,Tablet,Checkout,Fashion,182,drop_off
31257,50331,2023-02-18,Email,Mobile,Landing Page,Home,61,drop_off
31258,30825,2023-02-15,Social Media,Desktop,Landing Page,Sports,205,progress
31259,65766,2023-02-27,Mobile App,Desktop,Landing Page,Beauty,156,progress
31260,37981,2023-02-20,Website,Mobile,Payment,Fashion,130,purchase
31261,92920,2023-02-22,Mobile App,Tablet,Checkout,Electronics,154,purchase
31262,13259,2023-02-20,Website,Tablet,Checkout,Sports,286,progress
31263,70384,2023-01-16,Email,Tablet,Product View,Electronics,82,progress
31264,59054,2023-02-12,Email,Mobile,Payment,Sports,263,purchase
31265,94317,2023-02-24,Mobile App,Mobile,Add to Cart,Toys,222,drop_off
31266,91013,2023-02-28,Mobile App,Mobile,Product View,Toys,87,progress
31267,36708,2023-01-12,Website,Mobile,Add to Cart,Toys,148,progress
31268,29863,2023-01-23,Email,Desktop,Checkout,Fashion,289,drop_off
31269,36030,2023-02-02,Social Media,Desktop,Product View,Fashion,189,progress
31270,29306,2023-02-04,Social Media,Tablet,Product View,Fashion,122,progress
31271,39090,2023-01-29,Email,Desktop,Landing Page,Sports,60,drop_off
31272,74046,2023-01-30,Website,Desktop,Confirmation,Toys,186,purchase
31273,72857,2023-02-11,Email,Tablet,Payment,Fashion,17,progress
31274,35934,2023-01-10,Mobile App,Desktop,Confirmation,Electronics,156,purchase
31275,60038,2023-02-17,Email,Tablet,Payment,Beauty,30,purchase
31276,71255,2023-01-26,Website,Desktop,Add to Cart,Electronics,87,drop_off
31277,96511,2023-01-01,Email,Mobile,Product View,Home,177,progress
31278,47852,2023-01-07,Social Media,Desktop,Product View,Sports,261,drop_off
31279,58647,2023-02-24,Website,Tablet,Landing Page,Beauty,28,drop_off
31280,48511,2023-01-28,Mobile App,Tablet,Payment,Beauty,171,drop_off
31281,27349,2023-02-09,Website,Tablet,Checkout,Toys,89,progress
31282,86166,2023-02-23,Mobile App,Tablet,Payment,Toys,146,purchase
31283,18097,2023-02-11,Website,Mobile,Landing Page,Home,187,drop_off
31284,76088,2023-02-19,Mobile App,Mobile,Add to Cart,Electronics,126,progress
31285,11868,2023-01-21,Email,Mobile,Payment,Fashion,149,purchase
31286,82267,2023-01-16,Website,Mobile,Landing Page,Fashion,226,progress
31287,40035,2023-02-03,Social Media,Mobile,Landing Page,Toys,202,progress
31288,58619,2023-02-03,Social Media,Tablet,Payment,Toys,268,purchase
31289,16135,2023-01-27,Website,Tablet,Product View,Fashion,29,drop_off
31290,56167,2023-01-09,Mobile App,Tablet,Add to Cart,Toys,197,progress
31291,26633,2023-01-21,Mobile App,Tablet,Add to Cart,Fashion,249,progress
31292,92418,2023-01-08,Social Media,Desktop,Landing Page,Sports,82,progress
31293,34910,2023-02-28,Website,Desktop,Add to Cart,Home,139,progress
31294,50641,2023-02-20,Mobile App,Desktop,Add to Cart,Sports,118,progress
31295,56241,2023-02-08,Mobile App,Desktop,Payment,Home,40,purchase
31296,77576,2023-01-17,Website,Mobile,Landing Page,Home,250,progress
31297,93807,2023-02-08,Website,Desktop,Landing Page,Toys,162,drop_off
31298,44410,2023-01-19,Email,Mobile,Product View,Fashion,98,progress
31299,18937,2023-02-12,Mobile App,Mobile,Landing Page,Sports,97,progress
31300,95788,2023-02-06,Email,Tablet,Add to Cart,Electronics,216,drop_off
31301,23215,2023-02-01,Website,Mobile,Payment,Fashion,211,purchase
31302,80645,2023-01-23,Email,Desktop,Landing Page,Home,108,progress
31303,77078,2023-02-12,Email,Tablet,Landing Page,Sports,122,progress
31304,49999,2023-02-17,Social Media,Tablet,Payment,Sports,243,progress
31305,25193,2023-01-10,Website,Mobile,Landing Page,Fashion,64,progress
31306,21494,2023-02-08,Website,Tablet,Payment,Sports,153,drop_off
31307,41813,2023-01-31,Social Media,Tablet,Product View,Sports,246,progress
31308,78099,2023-01-22,Social Media,Desktop,Product View,Fashion,269,progress
31309,96411,2023-02-19,Email,Tablet,Landing Page,Fashion,137,progress
31310,61210,2023-02-23,Website,Tablet,Landing Page,Sports,116,progress
31311,17062,2023-01-10,Social Media,Tablet,Landing Page,Fashion,106,progress
31312,87917,2023-02-08,Website,Desktop,Confirmation,Beauty,118,drop_off
31313,33975,2023-01-15,Mobile App,Desktop,Payment,Electronics,181,drop_off
31314,37809,2023-02-12,Website,Desktop,Add to Cart,Toys,274,progress
31315,35441,2023-02-28,Social Media,Mobile,Add to Cart,Fashion,193,purchase
31316,95959,2023-02-19,Email,Mobile,Landing Page,Fashion,31,drop_off
31317,56257,2023-01-21,Website,Tablet,Landing Page,Beauty,20,drop_off
31318,99011,2023-01-10,Email,Desktop,Product View,Sports,223,progress
31319,48320,2023-01-05,Email,Tablet,Add to Cart,Toys,189,drop_off
31320,69205,2023-01-14,Website,Desktop,Landing Page,Electronics,229,progress
31321,31804,2023-02-18,Mobile App,Tablet,Product View,Fashion,226,progress
31322,32831,2023-02-15,Social Media,Tablet,Product View,Beauty,263,drop_off
31323,56131,2023-02-21,Social Media,Mobile,Product View,Toys,282,progress
31324,30313,2023-01-08,Social Media,Tablet,Product View,Beauty,201,progress
31325,77898,2023-02-23,Mobile App,Tablet,Landing Page,Home,193,purchase
31326,51303,2023-01-23,Website,Tablet,Landing Page,Beauty,98,drop_off
31327,38557,2023-01-29,Email,Mobile,Landing Page,Sports,122,drop_off
31328,60888,2023-02-09,Social Media,Desktop,Checkout,Electronics,146,purchase
31329,37135,2023-02-08,Mobile App,Tablet,Add to Cart,Fashion,280,progress
31330,77643,2023-01-07,Mobile App,Tablet,Product View,Electronics,147,purchase
31331,34381,2023-02-24,Mobile App,Desktop,Product View,Beauty,29,progress
31332,45789,2023-02-20,Mobile App,Desktop,Landing Page,Electronics,134,progress
31333,12311,2023-01-23,Mobile App,Tablet,Payment,Home,227,drop_off
31334,21239,2023-01-20,Social Media,Desktop,Landing Page,Fashion,94,progress
31335,80203,2023-02-07,Website,Desktop,Landing Page,Toys,64,progress
31336,85767,2023-01-08,Mobile App,Tablet,Landing Page,Toys,31,progress
31337,28094,2023-01-02,Email,Tablet,Confirmation,Electronics,18,progress
31338,71700,2023-02-02,Mobile App,Mobile,Landing Page,Beauty,33,progress
31339,39454,2023-01-27,Social Media,Mobile,Landing Page,Fashion,176,progress
31340,55840,2023-02-12,Email,Mobile,Payment,Sports,74,purchase
31341,41261,2023-02-13,Mobile App,Desktop,Landing Page,Fashion,116,progress
31342,80660,2023-01-01,Email,Mobile,Landing Page,Electronics,125,progress
31343,33974,2023-02-11,Mobile App,Mobile,Confirmation,Toys,178,drop_off
31344,64145,2023-01-23,Mobile App,Mobile,Landing Page,Sports,23,progress
31345,25583,2023-01-14,Mobile App,Mobile,Payment,Beauty,150,drop_off
31346,84363,2023-02-01,Social Media,Tablet,Landing Page,Beauty,254,progress
31347,75674,2023-02-21,Social Media,Mobile,Product View,Home,135,progress
31348,86731,2023-02-02,Mobile App,Tablet,Landing Page,Home,32,progress
31349,83835,2023-01-29,Website,Desktop,Product View,Fashion,71,drop_off
31350,56338,2023-02-07,Mobile App,Mobile,Landing Page,Beauty,149,progress
31351,52035,2023-02-15,Email,Desktop,Landing Page,Electronics,45,progress
31352,35569,2023-02-11,Mobile App,Mobile,Landing Page,Home,258,drop_off
31353,91678,2023-02-15,Mobile App,Mobile,Landing Page,Electronics,38,progress
31354,55198,2023-01-09,Mobile App,Tablet,Landing Page,Toys,272,progress
31355,35392,2023-01-27,Website,Tablet,Add to Cart,Fashion,212,drop_off
31356,64344,2023-02-04,Website,Mobile,Add to Cart,Home,85,purchase
31357,45282,2023-02-11,Website,Desktop,Landing Page,Fashion,291,progress
31358,46200,2023-01-16,Mobile App,Mobile,Add to Cart,Toys,40,drop_off
31359,69045,2023-02-18,Email,Desktop,Product View,Toys,275,progress
31360,32990,2023-01-12,Email,Tablet,Product View,Home,166,progress
31361,18936,2023-01-15,Social Media,Mobile,Landing Page,Fashion,180,progress
31362,48855,2023-02-21,Website,Mobile,Landing Page,Sports,58,progress
31363,29745,2023-01-09,Email,Desktop,Landing Page,Toys,246,progress
31364,58768,2023-01-24,Website,Tablet,Add to Cart,Toys,208,drop_off
31365,75234,2023-01-26,Website,Desktop,Payment,Toys,245,progress
31366,81113,2023-02-25,Social Media,Desktop,Checkout,Beauty,89,drop_off
31367,38730,2023-01-09,Website,Mobile,Payment,Beauty,57,drop_off
31368,18324,2023-01-27,Mobile App,Desktop,Landing Page,Beauty,151,progress
31369,84199,2023-02-09,Mobile App,Desktop,Product View,Toys,192,progress
31370,65624,2023-02-20,Website,Tablet,Landing Page,Home,226,progress
31371,39191,2023-01-07,Email,Tablet,Landing Page,Electronics,111,progress
31372,40494,2023-01-20,Email,Mobile,Confirmation,Home,257,progress
31373,27604,2023-01-01,Mobile App,Tablet,Landing Page,Beauty,252,progress
31374,22129,2023-01-31,Mobile App,Tablet,Landing Page,Beauty,115,progress
31375,35799,2023-02-25,Email,Desktop,Landing Page,Toys,284,progress
31376,99170,2023-01-10,Mobile App,Tablet,Landing Page,Electronics,94,drop_off
31377,36382,2023-01-03,Social Media,Desktop,Product View,Electronics,221,progress
31378,19691,2023-02-22,Mobile App,Desktop,Add to Cart,Toys,94,drop_off
31379,86597,2023-01-08,Social Media,Mobile,Confirmation,Beauty,12,drop_off
31380,93091,2023-02-04,Mobile App,Mobile,Checkout,Home,254,progress
31381,25851,2023-01-21,Mobile App,Mobile,Landing Page,Beauty,46,drop_off
31382,70468,2023-01-05,Mobile App,Tablet,Add to Cart,Electronics,199,progress
31383,61294,2023-02-17,Social Media,Desktop,Payment,Toys,40,purchase
31384,73916,2023-02-15,Social Media,Mobile,Landing Page,Toys,104,progress
31385,80232,2023-02-25,Email,Tablet,Product View,Fashion,177,progress
31386,73147,2023-01-01,Website,Tablet,Checkout,Fashion,214,progress
31387,66275,2023-02-17,Website,Mobile,Product View,Electronics,226,progress
31388,41237,2023-01-15,Email,Tablet,Checkout,Home,119,progress
31389,95465,2023-01-23,Website,Mobile,Payment,Home,58,purchase
